# Fig 5A: calibrated composite responses normalised between their plateaus; midpoints at the reported cascade half-points
glutamine_mM,Y_norm_PII_0.5,Y_norm_PII_5,Y_norm_PII_36
1.8649907912142962,0.9616718563929083,0.9757554355104623,0.9995161537897863
1.8975598765218504,0.963102592122013,0.9766732031603914,0.9995348983127157
1.9306977288832496,0.9644768122492747,0.9775537742459589,0.9995528507051898
1.9644142809066267,0.9657969173135491,0.9783988000851415,0.999570048649392
1.9987196386572506,0.9670651986755257,0.9792098512557296,0.9995865277808
2.0336240846866724,0.9682838435922577,0.9799884218360861,0.9996023218137287
2.06913808111479,0.9694549400818695,0.9807359334207776,0.9996174626583971
2.105272272765707,0.9705804815819996,0.9814537389216894,0.9996319805301307
2.142037490358383,0.9716623714063316,0.9821431261649943,0.9996459040512684
2.1794447537529855,0.9727024270041997,0.9828053212940552,0.9996592603463013
2.2175052752539317,0.9737023840287494,0.9834414919880267,0.9996720751307233
2.256230462970633,0.974663900219507,0.9840527505055953,0.9996843727940458
2.2956319242369094,0.9755885591054827,0.9846401565629349,0.9996961764773867
2.3357214690901213,0.9764778735351155,0.9852047200546046,0.999707508146021
2.376511113811073,0.9773332890394758,0.985747403625747,0.9997183886572433
2.4180130845257204,0.9781561870351866,0.9862691251035841,0.9997288378238721
2.460239820869775,0.9789478878735154,0.986770759795842,0.9997388744737005
2.5032039797173256,0.9797096537420432,0.9872531426633773,0.9997485165051708
2.54691843897454,0.9804426914252224,0.9877170703739335,0.9997577809395382
2.5913963014396573,0.9811481549300203,0.9881633032436052,0.9997666839697595
2.636650898730358,0.9818271479827114,0.9885925670722627,0.9997752410063353
2.6826957952797246,0.9824807264027129,0.9890055548788605,0.9997834667203097
2.7295447924020073,0.9831099003591893,0.9894029285422512,0.9997913750836204
2.777211932429355,0.9837156365159716,0.9897853203528191,0.9997989794069794
2.825711502920827,0.984298860070135,0.9901533344799682,0.9998062923754472
2.87505804094488,0.9848604566893958,0.9905075483602211,0.999813326081856
2.9252663374366445,0.9854012743532774,0.9908485140104234,0.9998200920582242
2.976351441631316,0.9859221251028041,0.9911767592703014,0.9998266013052932
3.0283286655749455,0.9864237867032781,0.9914927889783794,0.9998328643203135
3.081213588714002,0.9869070042244997,0.9917970860850402,0.9998388911231899
3.1350220625651124,0.9873724915425988,0.9920901127062917,0.9998446912810958
3.1897702154663214,0.9878209327674516,0.992372311121608,0.9998502739316535
3.245474457411329,0.9882529835994799,0.9926441047190123,0.9998556478047752
3.3021514849681757,0.9886692726194406,0.9929058988903897,0.9998608212432463
3.359818286283781,0.989070402514647,0.9931580818798431,0.9998658022221356
3.418492146175927,0.9894569512448945,0.9934010255877491,0.9998705983671033
3.4781906513141303,0.9898294731511955,0.9936350863330041,0.9998752169716771
3.538931695490988,0.9901885000102791,0.993860605575818,0.9998796650135624
3.60073348498562,0.9905345420376606,0.994077910603268,0.999883949170044
3.663614544020716,0.9908680888419388,0.9942873151796975,0.9998880758325382
3.727593720314938,0.9911896103328471,0.9944891201639221,0.9998920511203458
3.79269019073225,0.9914995575854486,0.9946836140950959,0.9998958808936552
3.858923467029903,0.9917983636627465,0.9948710737489708,0.9998995707658425
3.9263134017068357,0.9920864443988557,0.9950517646661939,0.999903126115109
3.9948801939541703,0.9923641991447725,0.9952259416541802,0.9999065520954986
4.064644395709628,0.9926320114786704,0.9953938492640163,0.9999098536473288
4.135626917817706,0.9928902498825486,0.9955557222437604,0.9999130355070734
4.207849036297403,0.9931392683869574,0.9957117859694267,0.9999161022167279
4.281332398719392,0.993379407185442,0.995862256854866,0.9999190581326871
4.356099030694608,0.9936109932202498,0.9960073427416867,0.9999219074341654
4.432171342476085,0.9938343407407647,0.9961472432702886,0.9999246541311846
