enzyme_target_ratio,G_over_K,total_fraction_lambda1,total_fraction_lambda4,gap,rigorous_pairwise_bound
7.943282347242822117e-02,3.410226687986532279e-01,9.973576152273582185e-01,9.973948613080430015e-01,3.724608068478296730e-05,7.943282347242822117e-02
7.943282347242822117e-02,3.760603093086393733e-01,9.970885730641820821e-01,9.971316600345001557e-01,4.308697031807362521e-05,7.943282347242822117e-02
7.943282347242822117e-02,4.146978168211084559e-01,9.967682441638704427e-01,9.968180430812734194e-01,4.979891740297670566e-05,7.943282347242822117e-02
7.943282347242822117e-02,4.573050519273262893e-01,9.963858369027586148e-01,9.964432436798896786e-01,5.740677713106379088e-05,7.943282347242822117e-02
7.943282347242822117e-02,5.042898757493767814e-01,9.959281263815328300e-01,9.959939819455709831e-01,6.585556403815306936e-05,7.943282347242822117e-02
7.943282347242822117e-02,5.561020542229561103e-01,9.953788845446642775e-01,9.954538381331001773e-01,7.495358843589983167e-05,7.943282347242822117e-02
7.943282347242822117e-02,6.132375635173039630e-01,9.947181795670726467e-01,9.948024686141543338e-01,8.428904708168705184e-05,7.943282347242822117e-02
7.943282347242822117e-02,6.762433378062412404e-01,9.939215197437551996e-01,9.940146318857064900e-01,9.311214195129036142e-05,7.943282347242822117e-02
7.943282347242822117e-02,7.457225048387343680e-01,9.929588164496436775e-01,9.930589917266399169e-01,1.001752769962394041e-04,7.943282347242822117e-02
7.943282347242822117e-02,8.223401594268892056e-01,9.917931431417463806e-01,9.918966702768822197e-01,1.035271351358391101e-04,7.943282347242822117e-02
7.943282347242822117e-02,9.068297301185536119e-01,9.903792751052484800e-01,9.904795397512765609e-01,1.002646460280809393e-04,7.943282347242822117e-02
7.943282347242822117e-02,1.000000000000000000e+00,9.886620108753118030e-01,9.887482737721227100e-01,8.626289681090693051e-05,7.943282347242822117e-02
7.943282347242822117e-02,1.102742848835872813e+00,9.865743050970195993e-01,9.866302350420341760e-01,5.592994501457670964e-05,7.943282347242822117e-02
7.943282347242822117e-02,1.216041790658657140e+00,9.840352886146990219e-01,9.840373615034665455e-01,2.072888767523650699e-06,7.943282347242822117e-02
7.943282347242822117e-02,1.340981388534404628e+00,9.809483186009939626e-01,9.808643290367620171e-01,8.398956423194547938e-05,7.943282347242822117e-02
7.943282347242822117e-02,1.478757636628313499e+00,9.771992897488400720e-01,9.769874025507636617e-01,2.118871980764103213e-04,7.943282347242822117e-02
7.943282347242822117e-02,1.630689408953309716e+00,9.726555387886602899e-01,9.722645023456744084e-01,3.910364429858814717e-04,7.943282347242822117e-02
7.943282347242822117e-02,1.798231084395658153e+00,9.671657658702305094e-01,9.665370396294276079e-01,6.287262408029015148e-04,7.943282347242822117e-02
7.943282347242822117e-02,1.982986468871690056e+00,9.605614343623622986e-01,9.596339182831761239e-01,9.275160791861747356e-04,7.943282347242822117e-02
7.943282347242822117e-02,2.186724147886555336e+00,9.526600338713789862e-01,9.513776760249031961e-01,1.282357846475790097e-03,7.943282347242822117e-02
7.943282347242822117e-02,2.411394416458617407e+00,9.432703402364602807e-01,9.415920576851531942e-01,1.678282551307086479e-03,7.943282347242822117e-02
7.943282347242822117e-02,2.659147948472494249e+00,9.321993694513981410e-01,9.301095761040643062e-01,2.089793347333834816e-03,7.943282347242822117e-02
7.943282347242822117e-02,2.932356384174625852e+00,9.192601978702230614e-01,9.167772275391211645e-01,2.482970331101896910e-03,7.943282347242822117e-02
7.943282347242822117e-02,3.233635032886784888e+00,9.042794473919579801e-01,9.014589291000211224e-01,2.820518291936857658e-03,7.943282347242822117e-02
7.943282347242822117e-02,3.565867908261056041e+00,8.871033228077255250e-01,8.840345706470513765e-01,3.068752160674148577e-03,7.943282347242822117e-02
7.943282347242822117e-02,3.932235335728213599e+00,8.676018271557437433e-01,8.643973877310456855e-01,3.204439424698057870e-03,7.943282347242822117e-02
7.943282347242822117e-02,4.336244396414017821e+00,8.456720084443754004e-01,8.424527881710840438e-01,3.219220273291356627e-03,7.943282347242822117e-02
7.943282347242822117e-02,4.781762498950185680e+00,8.212422452545614648e-01,8.181220080666959937e-01,3.120237187865471107e-03,7.943282347242822117e-02
7.943282347242822117e-02,5.273054400548867093e+00,7.942799493567344049e-01,7.913528225842251240e-01,2.927126772509280883e-03,7.943282347242822117e-02
7.943282347242822117e-02,5.814823031727796021e+00,7.648042196836463136e-01,7.621374220884502559e-01,2.666797595196057635e-03,7.943282347242822117e-02
7.943282347242822117e-02,6.412254515483961193e+00,7.329030587028181332e-01,7.305352042023722792e-01,2.367854500445853994e-03,7.943282347242822117e-02
7.943282347242822117e-02,7.071067811865474617e+00,6.987524075869739892e-01,6.966962656551921595e-01,2.056141931781829690e-03,7.943282347242822117e-02
7.943282347242822117e-02,7.797569463168178672e+00,6.626323288289981406e-01,6.608802374010714908e-01,1.752091427926649736e-03,7.943282347242822117e-02
7.943282347242822117e-02,8.598713963809681005e+00,6.249349062287155032e-01,6.234650763913848204e-01,1.469829837330682842e-03,7.943282347242822117e-02
7.943282347242822117e-02,9.482170332776291843e+00,5.861592502993742126e-01,5.849416710049907264e-01,1.217579294383486221e-03,7.943282347242822117e-02
7.943282347242822117e-02,1.045639552591272725e+01,5.468913470574917612e-01,5.458925770784466280e-01,9.987699790451332049e-04,7.943282347242822117e-02
7.943282347242822117e-02,1.153071539079968311e+01,5.077698321994258412e-01,5.069564519630659349e-01,8.133802363599063057e-04,7.943282347242822117e-02
7.943282347242822117e-02,1.271541393916609408e+01,4.694421705689562074e-01,4.687829816206546818e-01,6.591889483015256346e-04,7.943282347242822117e-02
7.943282347242822117e-02,1.402183179140337721e+01,4.325181089242878807e-01,4.319853225932951402e-01,5.327863309927405311e-04,7.943282347242822117e-02
7.943282347242822117e-02,1.546247473554957885e+01,3.975278723398892877e-01,3.970975678956229493e-01,4.303044442663384039e-04,7.943282347242822117e-02
7.943282347242822117e-02,1.705113343993265929e+01,3.648912452121418903e-01,3.645433512477974647e-01,3.478939643444256546e-04,7.943282347242822117e-02
7.943282347242822117e-02,1.880301546543196523e+01,3.349009613233946969e-01,3.346189604530396267e-01,2.820008703550702656e-04,7.943282347242822117e-02
7.943282347242822117e-02,2.073489084105543157e+01,3.077206876871134145e-01,3.074911873442700561e-01,2.295003428433584070e-04,7.943282347242822117e-02
7.943282347242822117e-02,2.286525259636630025e+01,2.833952690057536250e-01,2.832075317035571693e-01,1.877373021964556798e-04,7.943282347242822117e-02
7.943282347242822117e-02,2.521449378746882530e+01,2.618693757389101151e-01,2.617148643888007609e-01,1.545113501093542396e-04,7.943282347242822117e-02
7.943282347242822117e-02,2.780510271114779997e+01,2.430103568238071721e-01,2.428823242751331490e-01,1.280325486740230279e-04,7.943282347242822117e-02
7.943282347242822117e-02,3.066187817586519060e+01,2.266316583367252446e-01,2.265247931365653722e-01,1.068652001598724421e-04,7.943282347242822117e-02
7.943282347242822117e-02,3.381216689031207068e+01,2.125142025220286279e-01,2.124243325816118633e-01,8.986994041676465983e-05,7.943282347242822117e-02
7.943282347242822117e-02,3.728612524193668776e+01,2.004242376361067834e-01,2.003480878730783121e-01,7.614976302847131784e-05,7.943282347242822117e-02
7.943282347242822117e-02,4.111700797134443519e+01,1.901271141427733624e-01,1.900621115694025864e-01,6.500257337077597342e-05,7.943282347242822117e-02
7.943282347242822117e-02,4.534148650592767638e+01,1.813971092630763671e-01,1.813412282081917348e-01,5.588105488463224191e-05,7.943282347242822117e-02
7.943282347242822117e-02,5.000000000000000000e+01,1.740238091427478706e-01,1.739754495226094599e-01,4.835962013841066387e-05,7.943282347242822117e-02
1.000000000000000056e-01,2.000000000000000042e-02,9.989371644513499460e-01,9.989387252534861483e-01,1.560802136202354973e-06,1.000000000000000056e-01
1.000000000000000056e-01,2.205485697671746848e-02,9.989321610450176969e-01,9.989338877627474966e-01,1.726717729799709389e-06,1.000000000000000056e-01
1.000000000000000056e-01,2.432083581317314586e-02,9.989265724812523839e-01,9.989284834416856107e-01,1.910960433226804867e-06,1.000000000000000056e-01
1.000000000000000056e-01,2.681962777068809187e-02,9.989203232060261950e-01,9.989224389224687917e-01,2.115716442596671243e-06,1.000000000000000056e-01
1.000000000000000056e-01,2.957515273256627192e-02,9.989133265423963959e-01,9.989156700131152089e-01,2.343470718813023268e-06,1.000000000000000056e-01
1.000000000000000056e-01,3.261378817906619709e-02,9.989054828125190078e-01,9.989080798689590202e-01,2.597056440012401879e-06,1.000000000000000056e-01
1.000000000000000056e-01,3.596462168791318692e-02,9.988966771045744153e-01,9.988995568189916741e-01,2.879714417258760761e-06,1.000000000000000056e-01
1.000000000000000056e-01,3.965972937743380416e-02,9.988867766118919578e-01,9.988899717766842601e-01,3.195164792302307433e-06,1.000000000000000056e-01
1.000000000000000056e-01,4.373448295773112865e-02,9.988756274558314718e-01,9.988791751497106963e-01,3.547693879224489422e-06,1.000000000000000056e-01
1.000000000000000056e-01,4.822788832917234564e-02,9.988630508846629841e-01,9.988669931444230654e-01,3.942259760081334719e-06,1.000000000000000056e-01
1.000000000000000056e-01,5.318295896944989082e-02,9.988488387169691674e-01,9.988532233380281733e-01,4.384621059005944232e-06,1.000000000000000056e-01
1.000000000000000056e-01,5.864712768349253369e-02,9.988327478688883154e-01,9.988376293633161040e-01,4.881494427788624080e-06,1.000000000000000056e-01
1.000000000000000056e-01,6.467270065773574050e-02,9.988144937685085045e-01,9.988199345159999298e-01,5.440747491425312887e-06,1.000000000000000056e-01
1.000000000000000056e-01,7.131735816522113969e-02,9.987937424161872357e-01,9.987998140517224677e-01,6.071635535231934000e-06,1.000000000000000056e-01
1.000000000000000056e-01,7.864470671456429141e-02,9.987701007944388421e-01,9.987768858863219634e-01,6.785091883121374678e-06,1.000000000000000056e-01
1.000000000000000056e-01,8.672488792828034199e-02,9.987431052625486139e-01,9.987506993463777238e-01,7.594083829109976591e-06,1.000000000000000056e-01
1.000000000000000056e-01,9.563524997900371694e-02,9.987122074858745258e-01,9.987207215337320365e-01,8.514047857510753659e-06,1.000000000000000056e-01
1.000000000000000056e-01,1.054610880109774079e-01,9.986767573434740530e-01,9.986863207630930495e-01,9.563419618996427118e-06,1.000000000000000056e-01
1.000000000000000056e-01,1.162964606345559676e-01,9.986359821247319246e-01,9.986467463999019190e-01,1.076427516999434175e-05,1.000000000000000056e-01
1.000000000000000056e-01,1.282450903096792605e-01,9.985889611589587878e-01,9.986011042585326569e-01,1.214309957386916494e-05,1.000000000000000056e-01
1.000000000000000056e-01,1.414213562373095034e-01,9.985345948124701998e-01,9.985483265082863991e-01,1.373169581619926305e-05,1.000000000000000056e-01
1.000000000000000056e-01,1.559513892633635490e-01,9.984715665238600435e-01,9.984871347628578864e-01,1.556823899784287590e-05,1.000000000000000056e-01
1.000000000000000056e-01,1.719742792761937422e-01,9.983982962155067975e-01,9.984159946801273167e-01,1.769846462051916092e-05,1.000000000000000056e-01
1.000000000000000056e-01,1.896434066555258979e-01,9.983128829992025111e-01,9.983330599496130775e-01,2.017695041056644101e-05,1.000000000000000056e-01
1.000000000000000056e-01,2.091279105182546061e-01,9.982130345630134682e-01,9.982361029638188166e-01,2.306840080534833248e-05,1.000000000000000056e-01
1.000000000000000056e-01,2.306143078159937077e-01,9.980959799562505452e-01,9.981224287168939391e-01,2.644876064339385380e-05,1.000000000000000056e-01
1.000000000000000056e-01,2.543082787833217950e-01,9.979583616446018324e-01,9.979887674978448198e-01,3.040585324298739067e-05,1.000000000000000056e-01
1.000000000000000056e-01,2.804366358280677152e-01,9.977961016462060240e-01,9.978311406811273265e-01,3.503903492130255870e-05,1.000000000000000056e-01
1.000000000000000056e-01,3.092494947109917791e-01,9.976042352336196295e-01,9.976446922853331456e-01,4.045705171351610119e-05,1.000000000000000056e-01
1.000000000000000056e-01,3.410226687986532279e-01,9.973767040441222642e-01,9.974234768781066185e-01,4.677283398435427841e-05,1.000000000000000056e-01
1.000000000000000056e-01,3.760603093086393733e-01,9.971060984304515040e-01,9.971601917522793235e-01,5.409332182781945164e-05,1.000000000000000056e-01
1.000000000000000056e-01,4.146978168211084559e-01,9.967833364661533579e-01,9.968458379920783763e-01,6.250152592501834192e-05,1.000000000000000056e-01
1.000000000000000056e-01,4.573050519273262893e-01,9.963972641843003020e-01,9.964692910358301514e-01,7.202685152984944494e-05,1.000000000000000056e-01
1.000000000000000056e-01,5.042898757493767814e-01,9.959341584267524805e-01,9.960167566671368489e-01,8.259824038436835991e-05,1.000000000000000056e-01
1.000000000000000056e-01,5.561020542229561103e-01,9.953771102770485601e-01,9.954710832735905734e-01,9.397299654201329844e-05,1.000000000000000056e-01
1.000000000000000056e-01,6.132375635173039630e-01,9.947052637985511758e-01,9.948108963089201673e-01,1.056325103689914613e-04,1.000000000000000056e-01
1.000000000000000056e-01,6.762433378062412404e-01,9.938928823643755628e-01,9.940095174062375527e-01,1.166350418619899187e-04,1.000000000000000056e-01
1.000000000000000056e-01,7.457225048387343680e-01,9.929082143842776764e-01,9.930336307130067652e-01,1.254163287290888107e-04,1.000000000000000056e-01
1.000000000000000056e-01,8.223401594268892056e-01,9.917121335305720820e-01,9.918416663603806249e-01,1.295328298085429708e-04,1.000000000000000056e-01
1.000000000000000056e-01,9.068297301185536119e-01,9.902565383952317557e-01,9.903818909915558244e-01,1.253525963240686991e-04,1.000000000000000056e-01
1.000000000000000056e-01,1.000000000000000000e+00,9.884825167615024499e-01,9.885902354125303271e-01,1.077186510278771436e-04,1.000000000000000056e-01
1.000000000000000056e-01,1.102742848835872813e+00,9.863183153604462294e-01,9.863879584981927184e-01,6.964313774648900335e-05,1.000000000000000056e-01
1.000000000000000056e-01,1.216041790658657140e+00,9.836772126974818731e-01,9.836793521837929877e-01,2.139486311114602302e-06,1.000000000000000056e-01
1.000000000000000056e-01,1.340981388534404628e+00,9.804554747778786439e-01,9.803498356573180361e-01,1.056391205606077577e-04,1.000000000000000056e-01
1.000000000000000056e-01,1.478757636628313499e+00,9.765306811807532572e-01,9.762649519403076015e-01,2.657292404456557122e-04,1.000000000000000056e-01
1.000000000000000056e-01,1.630689408953309716e+00,9.717608309912745268e-01,9.712709206131174833e-01,4.899103781570435245e-04,1.000000000000000056e-01
1.000000000000000056e-01,1.798231084395658153e+00,9.659847446094492751e-01,9.651974284564414086e-01,7.873161530078665038e-04,1.000000000000000056e-01
1.000000000000000056e-01,1.982986468871690056e+00,9.590243123818974480e-01,9.578631323472603931e-01,1.161180034637054881e-03,1.000000000000000056e-01
1.000000000000000056e-01,2.186724147886555336e+00,9.506890252458796153e-01,9.490837972357601959e-01,1.605228010119419402e-03,1.000000000000000056e-01
1.000000000000000056e-01,2.411394416458617407e+00,9.407828804536485512e-01,9.386821073638196289e-01,2.100773089828922302e-03,1.000000000000000056e-01
1.000000000000000056e-01,2.659147948472494249e+00,9.291131746508074496e-01,9.264972259050331393e-01,2.615948745774310247e-03,1.000000000000000056e-01
1.000000000000000056e-01,2.932356384174625852e+00,9.155000070481104091e-01,9.123916590192465703e-01,3.108348028863838763e-03,1.000000000000000056e-01
1.000000000000000056e-01,3.233635032886784888e+00,8.997848271824117061e-01,8.962534728649000915e-01,3.531354317511614660e-03,1.000000000000000056e-01
1.000000000000000056e-01,3.565867908261056041e+00,8.818364729239588362e-01,8.779935862293000159e-01,3.842886694658820268e-03,1.000000000000000056e-01
